Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
10-2,Order (Directing Temporary Removal Of Child After Petition Filed),https://www.nycourts.gov/forms/order-directing-temporary-removal-child-after-petition-filed-0?topic=611&wrapped=true,10-2,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14396|https://www.nycourts.gov/media/14401|https://www.nycourts.gov/media/14406,https://webfiles.nycourts.gov/public/2025-12/10-2.pdf|https://webfiles.nycourts.gov/public/2025-12/10-2.docx|https://webfiles.nycourts.gov/public/2025-12/10-2.WPD,10-2.pdf|10-2.docx|10-2.WPD
10-2,Order Directing Temporary Removal of Child--After Petition Filed,https://www.nycourts.gov/forms/order-directing-temporary-removal-child-after-petition-filed?topic=611&wrapped=true,10-2,Family Forms,,https://www.nycourts.gov/media/14396|https://www.nycourts.gov/media/14401|https://www.nycourts.gov/media/14406,https://webfiles.nycourts.gov/public/2025-12/10-2.pdf|https://webfiles.nycourts.gov/public/2025-12/10-2.docx|https://webfiles.nycourts.gov/public/2025-12/10-2.WPD,10-2.pdf|10-2.docx|10-2.WPD
10-3,Order Directing Medical Examination,https://www.nycourts.gov/forms/order-directing-medical-examination?topic=611&wrapped=true,10-3,"Family Forms, Child Protective",,https://www.nycourts.gov/media/12396|https://www.nycourts.gov/media/12401|https://www.nycourts.gov/media/12406,https://webfiles.nycourts.gov/public/2025-12/10-3.pdf|https://webfiles.nycourts.gov/public/2025-12/10-3.doc|https://webfiles.nycourts.gov/public/2025-12/10-3_1.WPD,10-3.pdf|10-3.doc|10-3_1.WPD
10-7d,Notice to Non-Respondent Parent(s),https://www.nycourts.gov/forms/notice-non-respondent-parents?topic=611&wrapped=true,10-7d,Family Forms,,https://www.nycourts.gov/media/13011|https://www.nycourts.gov/media/13016|https://www.nycourts.gov/media/13021,https://webfiles.nycourts.gov/public/2025-12/10-7d.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7d.docx|https://webfiles.nycourts.gov/public/2025-12/10-7d.WPD,10-7d.pdf|10-7d.docx|10-7d.WPD
10-7d,Order (Notice to Non-Respondent Parents),https://www.nycourts.gov/forms/order-notice-non-respondent-parents?topic=611&wrapped=true,10-7d,"Family Forms, Child Protective",,https://www.nycourts.gov/media/13011|https://www.nycourts.gov/media/13016|https://www.nycourts.gov/media/13021,https://webfiles.nycourts.gov/public/2025-12/10-7d.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7d.docx|https://webfiles.nycourts.gov/public/2025-12/10-7d.WPD,10-7d.pdf|10-7d.docx|10-7d.WPD
10-7e,Notice to Relatives and Suitable Persons of Pending Child Protective Proceeding,https://www.nycourts.gov/forms/notice-relatives-and-suitable-persons-pending-child-protective-proceeding?topic=611&wrapped=true,10-7e,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14231|https://www.nycourts.gov/media/14236|https://www.nycourts.gov/media/14241,https://webfiles.nycourts.gov/public/2025-12/10-7e.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7e.docx|https://webfiles.nycourts.gov/public/2025-12/10-7e.WPD,10-7e.pdf|10-7e.docx|10-7e.WPD
10-8,Order - Adjournment in Contemplation of Dismissal,https://www.nycourts.gov/forms/order-adjournment-contemplation-dismissal?topic=611&wrapped=true,10-8,Family Forms,,https://www.nycourts.gov/media/12961|https://www.nycourts.gov/media/12966|https://www.nycourts.gov/media/12971,https://webfiles.nycourts.gov/public/2026-05/10-8.pdf|https://webfiles.nycourts.gov/public/2026-05/10-8.docx|https://webfiles.nycourts.gov/public/2025-12/10-8.WPD,10-8.pdf|10-8.docx|10-8.WPD
10-11a,Notice of Motion to Terminate Placement,https://www.nycourts.gov/forms/notice-motion-terminate-placement?topic=611&wrapped=true,10-11a,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14261|https://www.nycourts.gov/media/14266,https://webfiles.nycourts.gov/public/2025-12/10-11a.pdf|https://webfiles.nycourts.gov/public/2025-12/10-11a.docx,10-11a.pdf|10-11a.docx
10-13,Notice of Motion (Violation of Order of Disposition),https://www.nycourts.gov/forms/notice-motion-violation-order-disposition?topic=611&wrapped=true,10-13,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14281|https://www.nycourts.gov/media/14286,https://webfiles.nycourts.gov/public/2025-12/10-13.pdf|https://webfiles.nycourts.gov/public/2025-12/10-13.docx,10-13.pdf|10-13.docx
10-14,Order - Violation of Order of Disposition,https://www.nycourts.gov/forms/order-violation-order-disposition?topic=611&wrapped=true,10-14,"Family Forms, Child Protective",,https://www.nycourts.gov/media/16636|https://www.nycourts.gov/media/16641,https://webfiles.nycourts.gov/public/2025-12/10-14.pdf|https://webfiles.nycourts.gov/public/2025-12/10-14.docx,10-14.pdf|10-14.docx
10-28,Order Determining Petition for Extension of Supervision,https://www.nycourts.gov/forms/order-determining-petition-extension-supervision?topic=611&wrapped=true,10-28,Family Forms,,https://www.nycourts.gov/media/15061|https://www.nycourts.gov/media/15066|https://www.nycourts.gov/media/15071,https://webfiles.nycourts.gov/public/2025-12/10-28.pdf|https://webfiles.nycourts.gov/public/2025-12/10-28.docx|https://webfiles.nycourts.gov/public/2025-12/10-28.WPD,10-28.pdf|10-28.docx|10-28.WPD
15-B,Order for Certified Copy of Adoption Order (Before Sealing of Records),https://www.nycourts.gov/forms/order-certified-copy-adoption-order-sealing-records-0?topic=611&wrapped=true,15-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18081|https://www.nycourts.gov/media/18086,https://webfiles.nycourts.gov/public/2026-01/adop15-b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop15-b.WPD,adop15-b.pdf|adop15-b.WPD
16-B,Order For Certified Copy of Adoption Order (after sealing of records),https://www.nycourts.gov/forms/order-certified-copy-adoption-order-after-sealing-records?topic=611&wrapped=true,16-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18101|https://www.nycourts.gov/media/18106|https://www.nycourts.gov/media/18111,https://webfiles.nycourts.gov/public/2026-01/adop16b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop16b.doc|https://webfiles.nycourts.gov/public/2026-01/adop16b.WPD,adop16b.pdf|adop16b.doc|adop16b.WPD
18,Order Determining Petition for Enforcement of Post-adoption Contact Agreement (after Adoption Finalization),https://www.nycourts.gov/forms/order-determining-petition-enforcement-post-adoption-contact-agreement-after-adoption?topic=611&wrapped=true,18,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18126|https://www.nycourts.gov/media/18131|https://www.nycourts.gov/media/18136,https://webfiles.nycourts.gov/public/2026-01/adop18.pdf|https://webfiles.nycourts.gov/public/2026-01/adop18.doc|https://webfiles.nycourts.gov/public/2026-01/adop18.WPD,adop18.pdf|adop18.doc|adop18.WPD
21-B,Order (Temporary Guardianship of the Person),https://www.nycourts.gov/forms/order-temporary-guardianship-person?topic=611&wrapped=true,21-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18151|https://www.nycourts.gov/media/18156|https://www.nycourts.gov/media/18161,https://webfiles.nycourts.gov/public/2026-01/adop21-b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop21-b.doc|https://webfiles.nycourts.gov/public/2026-01/adop21-b.WPD,adop21-b.pdf|adop21-b.doc|adop21-b.WPD
21-C,Notice (Temporary Guardianship of the Person),https://www.nycourts.gov/forms/notice-temporary-guardianship-person?topic=611&wrapped=true,21-C,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18166,https://webfiles.nycourts.gov/public/2026-01/adop21-c.pdf,adop21-c.pdf
21-D,Notice (Denial or Withdrawal of Application) (Removal of Child),https://www.nycourts.gov/forms/notice-denial-or-withdrawal-application-removal-child?topic=611&wrapped=true,21-D,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18171|https://www.nycourts.gov/media/18176,https://webfiles.nycourts.gov/public/2026-01/adop21-d.pdf|https://webfiles.nycourts.gov/public/2026-01/adop21-d.WPD,adop21-d.pdf|adop21-d.WPD
24,Order (Certification as a Qualified Adoptive Parent),https://www.nycourts.gov/forms/order-certification-qualified-adoptive-parent?topic=611&wrapped=true,24,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18211|https://www.nycourts.gov/media/18216|https://www.nycourts.gov/media/18221,https://webfiles.nycourts.gov/public/2026-01/adop24.pdf|https://webfiles.nycourts.gov/public/2026-01/adop24.doc|https://webfiles.nycourts.gov/public/2026-01/adop24.WPD,adop24.pdf|adop24.doc|adop24.WPD
25,Order (Conditional Certification as a Qualified Adoptive Parent),https://www.nycourts.gov/forms/order-conditional-certification-qualified-adoptive-parent?topic=611&wrapped=true,25,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18226|https://www.nycourts.gov/media/18231|https://www.nycourts.gov/media/18236,https://webfiles.nycourts.gov/public/2026-01/adop25.pdf|https://webfiles.nycourts.gov/public/2026-01/adop25.doc|https://webfiles.nycourts.gov/public/2026-01/adop25.WPD,adop25.pdf|adop25.doc|adop25.WPD
358-a-2,Order Directing or Dispensing with Service of Notice,https://www.nycourts.gov/forms/order-directing-or-dispensing-service-notice?topic=611&wrapped=true,358-a-2,"Family Forms, Foster Care Placement",,https://www.nycourts.gov/media/15471|https://www.nycourts.gov/media/15476,https://webfiles.nycourts.gov/public/2026-05/358-a-2.pdf|https://webfiles.nycourts.gov/public/2026-05/358-a-2.docx,358-a-2.pdf|358-a-2.docx
GF-9,Order - Violation of Court Order (With Commitment),https://www.nycourts.gov/forms/order-violation-court-order-commitment?topic=611&wrapped=true,GF-9,"Family Forms, Domestic Violence, General - Family",,https://www.nycourts.gov/media/16576|https://www.nycourts.gov/media/16581|https://www.nycourts.gov/media/16586,https://webfiles.nycourts.gov/public/2025-12/gf-9.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-9.doc|https://webfiles.nycourts.gov/public/2025-12/gf-9.WPD,gf-9.pdf|gf-9.doc|gf-9.WPD
GF-10,Notice of Motion -Extension or Modification of Order of Protection,https://www.nycourts.gov/forms/notice-motion-extension-or-modification-order-protection?topic=611&wrapped=true,GF-10,"Family Forms, General - Family",,https://www.nycourts.gov/media/13841|https://www.nycourts.gov/media/13846,https://webfiles.nycourts.gov/public/2025-12/gf-10.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-10.doc,gf-10.pdf|gf-10.doc
GF-12,Order Directing Forensic Evaluation,https://www.nycourts.gov/forms/order-directing-forensic-evaluation?topic=611&wrapped=true,GF-12,"Family Forms, General - Family",,https://www.nycourts.gov/media/13861|https://www.nycourts.gov/media/13866,https://webfiles.nycourts.gov/public/2026-05/gf12.pdf|https://webfiles.nycourts.gov/public/2026-05/gf-12.docx,gf12.pdf|gf-12.docx
GF-13,Order Directing Medical Examination (Outpatient),https://www.nycourts.gov/forms/order-directing-medical-examination-outpatient?topic=611&wrapped=true,GF-13,"Family Forms, General - Family",,https://www.nycourts.gov/media/14981|https://www.nycourts.gov/media/14986|https://www.nycourts.gov/media/14991,https://webfiles.nycourts.gov/public/2026-04/gf-13.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-13.doc|https://webfiles.nycourts.gov/public/2025-12/gf-13.wpd,gf-13.pdf|gf-13.doc|gf-13.wpd
GF-13a,Order Directing Medical Examination (Inpatient),https://www.nycourts.gov/forms/order-directing-medical-examination-inpatient?topic=611&wrapped=true,GF-13a,"Family Forms, General - Family",,https://www.nycourts.gov/media/17441|https://www.nycourts.gov/media/17446|https://www.nycourts.gov/media/17451,https://webfiles.nycourts.gov/public/2026-01/gf-13a.pdf|https://webfiles.nycourts.gov/public/2026-01/gf-13a.doc|https://webfiles.nycourts.gov/public/2026-01/gf-13a.wpd,gf-13a.pdf|gf-13a.doc|gf-13a.wpd
GF-13b,Order Directing Emergency Evaluation,https://www.nycourts.gov/forms/order-directing-emergency-evaluation?topic=611&wrapped=true,GF-13b,"Family Forms, General - Family",,https://www.nycourts.gov/media/17401|https://www.nycourts.gov/media/17406|https://www.nycourts.gov/media/17411,https://webfiles.nycourts.gov/public/2026-01/gf-13b.pdf|https://webfiles.nycourts.gov/public/2026-01/gf-13b.doc|https://webfiles.nycourts.gov/public/2026-01/gf-13b.wpd,gf-13b.pdf|gf-13b.doc|gf-13b.wpd
GF-14,Notice of Motion,https://www.nycourts.gov/forms/notice-motion?topic=611&wrapped=true,GF-14,"Family Forms, General - Family",,https://www.nycourts.gov/media/12856|https://www.nycourts.gov/media/12861,https://webfiles.nycourts.gov/public/2025-12/gf-14.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-14.docx,gf-14.pdf|gf-14.docx
GF-16,Order - Dismissal,https://www.nycourts.gov/forms/order-dismissal?topic=611&wrapped=true,GF-16,"Family Forms, General - Family",,https://www.nycourts.gov/media/20501|https://www.nycourts.gov/media/20506|https://www.nycourts.gov/media/20511,https://webfiles.nycourts.gov/public/2026-01/gf-16.pdf|https://webfiles.nycourts.gov/public/2026-01/gf-16.doc|https://webfiles.nycourts.gov/public/2026-01/gf-16.wpd,gf-16.pdf|gf-16.doc|gf-16.wpd
GF-17a,Notice of Motion-Sibling Placement or Contact,https://www.nycourts.gov/forms/notice-motion-sibling-placement-or-contact?topic=611&wrapped=true,GF-17a,"Family Forms, General - Family",,https://www.nycourts.gov/media/15316|https://www.nycourts.gov/media/15321,https://webfiles.nycourts.gov/public/2025-12/gf-17a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-17a.docx,gf-17a.pdf|gf-17a.docx
GF-17a,Notice of Motion-Sibling Placement or Contact,https://www.nycourts.gov/forms/notice-motion-sibling-placement-or-contact-0?topic=611&wrapped=true,GF-17a,"Family Forms, Child Custody or Visitation",,https://www.nycourts.gov/media/31386|https://www.nycourts.gov/media/31391,https://webfiles.nycourts.gov/public/2026-04/gf-17a.pdf|https://webfiles.nycourts.gov/public/2026-04/gf-17a.docx,gf-17a.pdf|gf-17a.docx
GF-18,Order Directing (Custody) (Visitation),https://www.nycourts.gov/forms/order-directing-custody-visitation?topic=611&wrapped=true,GF-18,"Child Custody or Visitation, Family Forms",,https://www.nycourts.gov/media/14796|https://www.nycourts.gov/media/14801|https://www.nycourts.gov/media/14806,https://webfiles.nycourts.gov/public/2025-12/gf-18.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-18.docx|https://webfiles.nycourts.gov/public/2025-12/gf-18.wpd,gf-18.pdf|gf-18.docx|gf-18.wpd
GF-27,Order - Transfer of Proceedings,https://www.nycourts.gov/forms/order-transfer-proceedings?topic=611&wrapped=true,GF-27,Family Forms,,https://www.nycourts.gov/media/13051|https://www.nycourts.gov/media/13056|https://www.nycourts.gov/media/13061,https://webfiles.nycourts.gov/public/2025-12/gf-27.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-27.doc|https://webfiles.nycourts.gov/public/2025-12/gf-27.WPD,gf-27.pdf|gf-27.doc|gf-27.WPD
GF-27,Order (Transfer of Proceedings),https://www.nycourts.gov/forms/order-transfer-proceedings-0?topic=611&wrapped=true,GF-27,"Family Forms, General - Family",,https://www.nycourts.gov/media/13991|https://www.nycourts.gov/media/13996|https://www.nycourts.gov/media/14001,https://webfiles.nycourts.gov/public/2026-05/gf-27.pdf|https://webfiles.nycourts.gov/public/2026-05/gf-27.docx|https://webfiles.nycourts.gov/public/2025-12/gf-27_0.WPD,gf-27.pdf|gf-27.docx|gf-27_0.WPD
GF-28,Order - Transfer of Proceedings or Probation Supervision,https://www.nycourts.gov/forms/order-transfer-proceedings-or-probation-supervision?topic=611&wrapped=true,GF-28,Family Forms,,https://www.nycourts.gov/media/14666|https://www.nycourts.gov/media/14671|https://www.nycourts.gov/media/14676,https://webfiles.nycourts.gov/public/2025-12/gf-28.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-28.doc|https://webfiles.nycourts.gov/public/2025-12/gf-28.WPD,gf-28.pdf|gf-28.doc|gf-28.WPD
GF-33,Order Authorizing Services Other Than Counsel,https://www.nycourts.gov/forms/order-authorizing-services-other-counsel?topic=611&wrapped=true,GF-33,"Family Forms, General - Family",,https://www.nycourts.gov/media/17486|https://www.nycourts.gov/media/17491|https://www.nycourts.gov/media/17496,https://webfiles.nycourts.gov/public/2026-01/gf-33.pdf|https://webfiles.nycourts.gov/public/2026-01/gf-33.doc|https://webfiles.nycourts.gov/public/2026-01/gf-33.WPD,gf-33.pdf|gf-33.doc|gf-33.WPD
GF-36a,Motion for an Order That Reasonable Efforts Are Not Required,https://www.nycourts.gov/forms/motion-order-reasonable-efforts-are-not-required?topic=611&wrapped=true,GF-36a,"Family Forms, General - Family",,https://www.nycourts.gov/media/14051|https://www.nycourts.gov/media/14056,https://webfiles.nycourts.gov/public/2025-12/gf-36a.pdf|https://webfiles.nycourts.gov/public/2025-12/gf-36a.docx,gf-36a.pdf|gf-36a.docx
LDSS-2725,NYS OCFS Request/Response for Name and/or address of Father of Child Born Out of Wedlock,https://www.nycourts.gov/forms/nys-ocfs-requestresponse-name-andor-address-father-child-born-out-wedlock?topic=611&wrapped=true,LDSS-2725,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17031|https://www.nycourts.gov/media/17036,https://webfiles.nycourts.gov/public/2026-01/ocfs-2725-request-response-for-name-and-or-address-of-father-of-child-born-out-of-wedlock-pdf.pdf|https://webfiles.nycourts.gov/public/2026-01/ocfs-2725-request-response-for-name-and-or-address-of-father-of-child-born-out-of-wedlock-word.docx,ocfs-2725-request-response-for-name-and-or-address-of-father-of-child-born-out-of-wedlock-pdf.pdf|ocfs-2725-request-response-for-name-and-or-address-of-father-of-child-born-out-of-wedlock-word.docx
PH-4,Notice of Permanency Hearing,https://www.nycourts.gov/forms/notice-permanency-hearing?topic=611&wrapped=true,PH-4,"Family Forms, Permanency Hearings: Foster Care Reentry",,https://www.nycourts.gov/media/17521|https://www.nycourts.gov/media/17526|https://www.nycourts.gov/media/17531,https://webfiles.nycourts.gov/public/2026-01/ph-4.pdf|https://webfiles.nycourts.gov/public/2026-01/ph-4.doc|https://webfiles.nycourts.gov/public/2026-01/ph-4.WPD,ph-4.pdf|ph-4.doc|ph-4.WPD
