Original Form Number,Original Form Title,Form URL,Extracted Form Number,Case Type,Legal Action,Original PDF URLs,Resolved PDF URLs,PDF Filenames
1-Ca,Affirmation (Change of circumstance since certification as qualified adoptive parents) (Private Placement),https://www.nycourts.gov/forms/affirmation-change-circumstance-certification-qualified-adoptive-parents-private-placement?topic=611&wrapped=true,1-Ca,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17091|https://www.nycourts.gov/media/17096,https://webfiles.nycourts.gov/public/2026-01/adop-1ca.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-1ca.docx,adop-1ca.pdf|adop-1ca.docx
1-D,Child's Medical History,https://www.nycourts.gov/forms/childs-medical-history,1-D,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17101|https://www.nycourts.gov/media/17106,https://webfiles.nycourts.gov/public/2026-01/adop1-d.pdf|https://webfiles.nycourts.gov/public/2026-01/adop1-d.WPD,adop1-d.pdf|adop1-d.WPD
1-E,Affirmation Regarding Venue,https://www.nycourts.gov/forms/affirmation-regarding-venue,1-E,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17111|https://www.nycourts.gov/media/17116,https://webfiles.nycourts.gov/public/2026-01/adop1-e.pdf|https://webfiles.nycourts.gov/public/2026-01/adop1-e.docx,adop1-e.pdf|adop1-e.docx
1-F,Determination of Family Court Judge Regarding Venue,https://www.nycourts.gov/forms/determination-family-court-judge-regarding-venue,1-F,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17121|https://www.nycourts.gov/media/17126|https://www.nycourts.gov/media/17131,https://webfiles.nycourts.gov/public/2026-01/adop1-f.pdf|https://webfiles.nycourts.gov/public/2026-01/adop1-f.doc|https://webfiles.nycourts.gov/public/2026-01/adop1-f.WPD,adop1-f.pdf|adop1-f.doc|adop1-f.WPD
2-A,Agreement of Adoption and Consent (Agency),https://www.nycourts.gov/forms/agreement-adoption-and-consent-agency-0,2-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17571|https://www.nycourts.gov/media/17576,https://webfiles.nycourts.gov/public/2026-01/adop2-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop2-a.WPD,adop2-a.pdf|adop2-a.WPD
2-B,Agreement of Adoption (Private Placement),https://www.nycourts.gov/forms/agreement-adoption-private-placement,2-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17581|https://www.nycourts.gov/media/17586,https://webfiles.nycourts.gov/public/2026-01/adop2-b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop2-b.WPD,adop2-b.pdf|adop2-b.WPD
2-C,Consent of Child Over 14 (Agency),https://www.nycourts.gov/forms/consent-child-over-14-agency,2-C,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17591|https://www.nycourts.gov/media/17596,https://webfiles.nycourts.gov/public/2026-01/adop2-c.pdf|https://webfiles.nycourts.gov/public/2026-01/adop2-c.WPD,adop2-c.pdf|adop2-c.WPD
2-D,Consent of Child Over 14 (Private Placement),https://www.nycourts.gov/forms/consent-child-over-14-private-placement,2-D,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17601|https://www.nycourts.gov/media/17606,https://webfiles.nycourts.gov/public/2026-01/adop2-d.pdf|https://webfiles.nycourts.gov/public/2026-01/adop2-d.wpd,adop2-d.pdf|adop2-d.wpd
2-E,Affirmation and Consent of Person Having Lawful Custody (Other than Birth or Legal Parent - Private Placement),https://www.nycourts.gov/forms/affirmation-and-consent-person-having-lawful-custody-other-birth-or-legal-parent-private?topic=611&wrapped=true,2-E,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17611|https://www.nycourts.gov/media/17616,https://webfiles.nycourts.gov/public/2026-04/adop-2-e.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-2-e.docx,adop-2-e.pdf|adop-2-e.docx
2-G,Extra-Judicial Consent (Birth or Legal Parent - Private Placement),https://www.nycourts.gov/forms/extra-judicial-consent-birth-or-legal-parent-private-placement,2-G,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17646|https://www.nycourts.gov/media/17651|https://www.nycourts.gov/media/17656,https://webfiles.nycourts.gov/public/2026-01/adop2-g.pdf|https://webfiles.nycourts.gov/public/2026-01/adop2-g.doc|https://webfiles.nycourts.gov/public/2026-01/adop2-g.WPD,adop2-g.pdf|adop2-g.doc|adop2-g.WPD
2-Ga,Extra-Judicial Consent (Birth or Legal Parent - Private Placement Stepparent),https://www.nycourts.gov/forms/extra-judicial-consent-birth-or-legal-parent-private-placement-stepparent,2-Ga,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17661|https://www.nycourts.gov/media/17666,https://webfiles.nycourts.gov/public/2026-01/adop2-ga.pdf|https://webfiles.nycourts.gov/public/2026-01/adop2-ga.WPD,adop2-ga.pdf|adop2-ga.WPD
3-4,Application - Pre-Petition Detention,https://www.nycourts.gov/forms/application-pre-petition-detention,3-4,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15881|https://www.nycourts.gov/media/15886,https://webfiles.nycourts.gov/public/2025-12/3-4.pdf|https://webfiles.nycourts.gov/public/2025-12/3-4.docx,3-4.pdf|3-4.docx
3-17,Examination Report to Determine Capacity,https://www.nycourts.gov/forms/examination-report-determine-capacity,3-17,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/15936|https://www.nycourts.gov/media/15941,https://webfiles.nycourts.gov/public/2025-12/3-17-1_0.pdf|https://webfiles.nycourts.gov/public/2025-12/3-17-1.docx,3-17-1_0.pdf|3-17-1.docx
3-48,Close to Home - Order on Petition to Modify Placement,https://www.nycourts.gov/forms/close-home-order-petition-modify-placement,3-48,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16076|https://www.nycourts.gov/media/16081,https://webfiles.nycourts.gov/public/2025-12/3-48.pdf|https://webfiles.nycourts.gov/public/2025-12/3-48.doc,3-48.pdf|3-48.doc
3-49,Close to Home - Order on Petition to Transfer Placement to NYS OCFS,https://www.nycourts.gov/forms/close-home-order-petition-transfer-placement-nys-ocfs,3-49,"Family Forms, Juvenile Delinquency - Family",,https://www.nycourts.gov/media/16086|https://www.nycourts.gov/media/16091,https://webfiles.nycourts.gov/public/2025-12/3-49.pdf|https://webfiles.nycourts.gov/public/2025-12/3-49.doc,3-49.pdf|3-49.doc
4-3b,Addendum to Support Petition - Request for Child Support (IV-D) Services,https://www.nycourts.gov/forms/addendum-support-petition-request-child-support-iv-d-services?topic=611&wrapped=true,4-3b,"Family Forms, Child Support",,https://www.nycourts.gov/media/14366|https://www.nycourts.gov/media/14371,https://webfiles.nycourts.gov/public/2025-12/4-3b.pdf|https://webfiles.nycourts.gov/public/2025-12/4-3b.doc,4-3b.pdf|4-3b.doc
4-8,Application for Income Execution for Support Enforcement (Clerk of Court),https://www.nycourts.gov/forms/application-income-execution-support-enforcement-clerk-court,4-8,"Family Forms, Child Support",,https://www.nycourts.gov/media/14621|https://www.nycourts.gov/media/14626,https://webfiles.nycourts.gov/public/2025-12/4-8.pdf|https://webfiles.nycourts.gov/public/2025-12/4-8.doc,4-8.pdf|4-8.doc
4-17,Affirmation - Financial Disclosure - Long Form,https://www.nycourts.gov/forms/affirmation-financial-disclosure-long-form?topic=611&wrapped=true,4-17,Family Forms,,https://www.nycourts.gov/media/13506|https://www.nycourts.gov/media/13511,https://webfiles.nycourts.gov/public/2025-12/4-17.pdf|https://webfiles.nycourts.gov/public/2025-12/4-17.docx,4-17.pdf|4-17.docx
4-17,Financial Disclosure Affirmation,https://www.nycourts.gov/forms/financial-disclosure-affirmation,4-17,"Family Forms, Child Support",,https://www.nycourts.gov/media/13506|https://www.nycourts.gov/media/13511,https://webfiles.nycourts.gov/public/2025-12/4-17.pdf|https://webfiles.nycourts.gov/public/2025-12/4-17.docx,4-17.pdf|4-17.docx
4-17a,Affirmation - Financial Disclosure - Short Form,https://www.nycourts.gov/forms/affirmation-financial-disclosure-short-form?topic=611&wrapped=true,4-17a,Family Forms,,https://www.nycourts.gov/media/19596|https://www.nycourts.gov/media/19601,https://webfiles.nycourts.gov/public/2026-01/4-17a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-17a.docx,4-17a.pdf|4-17a.docx
4-17a,Financial Disclosure Affirmation (Short Form),https://www.nycourts.gov/forms/financial-disclosure-affirmation-short-form,4-17a,"Family Forms, Child Support",,https://www.nycourts.gov/media/19596|https://www.nycourts.gov/media/19601,https://webfiles.nycourts.gov/public/2026-01/4-17a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-17a.docx,4-17a.pdf|4-17a.docx
4-20a,Affirmation in Support of Motion to Vacate Adjusted Order of Support,https://www.nycourts.gov/forms/affirmation-support-motion-vacate-adjusted-order-support?topic=611&wrapped=true,4-20a,"Family Forms, Child Support",,https://www.nycourts.gov/media/13636|https://www.nycourts.gov/media/13646,https://webfiles.nycourts.gov/public/2025-12/4-20a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-20a.docx,4-20a.pdf|4-20a.docx
4-21,Enforcement of Arrears - Order to Licensing Entity,https://www.nycourts.gov/forms/enforcement-arrears-order-licensing-entity,4-21,"Family Forms, Child Support",,https://www.nycourts.gov/media/15236|https://www.nycourts.gov/media/15241,https://webfiles.nycourts.gov/public/2025-12/4-21.pdf|https://webfiles.nycourts.gov/public/2025-12/4-21.doc,4-21.pdf|4-21.doc
4-22a,Enforcement of Arrearages - Determination of Objections,https://www.nycourts.gov/forms/enforcement-arrearages-determination-objections,4-22a,"Family Forms, Child Support",,https://www.nycourts.gov/media/17871|https://www.nycourts.gov/media/17876,https://webfiles.nycourts.gov/public/2026-01/4-22a.pdf|https://webfiles.nycourts.gov/public/2026-01/4-22a.doc,4-22a.pdf|4-22a.doc
"4-24, 5-16, UIFSA-10","Electronic Testimony Application, Waiver of Personal Appearance and Order",https://www.nycourts.gov/forms/electronic-testimony-application-waiver-personal-appearance-and-order,"4-24, 5-16, UIFSA-10","Family Forms, Uniform Interstate Family Support Act (UIFSA)",,https://www.nycourts.gov/media/20486|https://www.nycourts.gov/media/20491|https://www.nycourts.gov/media/20496,https://webfiles.nycourts.gov/public/2026-01/4-24.pdf|https://webfiles.nycourts.gov/public/2026-01/4-24.doc|https://webfiles.nycourts.gov/public/2026-01/4-24.wpd,4-24.pdf|4-24.doc|4-24.wpd
4-25a,Child Support - Motion to Vacate for Lack of Service,https://www.nycourts.gov/forms/child-support-motion-vacate-lack-service,4-25a,"Family Forms, Child Support",,https://www.nycourts.gov/media/15266|https://www.nycourts.gov/media/15271,https://webfiles.nycourts.gov/public/2025-12/4-25a.pdf|https://webfiles.nycourts.gov/public/2025-12/4-25a.docx,4-25a.pdf|4-25a.docx
4-25b,Child Support- Affirmation in Support of Motion to Vacate for Lack of Service,https://www.nycourts.gov/forms/child-support-affirmation-support-motion-vacate-lack-service,4-25b,"Family Forms, Child Support",,https://www.nycourts.gov/media/15276|https://www.nycourts.gov/media/15281,https://webfiles.nycourts.gov/public/2025-12/4-25b.pdf|https://webfiles.nycourts.gov/public/2025-12/4-25b.docx,4-25b.pdf|4-25b.docx
4-26,Child Support - Order on Motion to Vacate for Lack of Service,https://www.nycourts.gov/forms/child-support-order-motion-vacate-lack-service,4-26,"Family Forms, Child Support",,https://www.nycourts.gov/media/15286|https://www.nycourts.gov/media/15291,https://webfiles.nycourts.gov/public/2025-12/4-26.pdf|https://webfiles.nycourts.gov/public/2025-12/4-26.doc,4-26.pdf|4-26.doc
4-SM-2,Information Concerning Filing of Objections and Rebuttal in a Proceeding Before a Support Magistrate,https://www.nycourts.gov/forms/information-concerning-filing-objections-and-rebuttal-proceeding-support-magistrate,4-SM-2,"Family Forms, Child Support",,https://www.nycourts.gov/media/15306|https://www.nycourts.gov/media/15311,https://webfiles.nycourts.gov/public/2025-12/4-sm-2.pdf|https://webfiles.nycourts.gov/public/2025-12/4-sm-2.docx,4-sm-2.pdf|4-sm-2.docx
4-SM-3,Findings of Fact - Paternity,https://www.nycourts.gov/forms/findings-fact-paternity,4-SM-3,"Family Forms, Child Support",,https://www.nycourts.gov/media/12916|https://www.nycourts.gov/media/12921,https://webfiles.nycourts.gov/public/2025-12/4-sm-3.pdf|https://webfiles.nycourts.gov/public/2025-12/4-sm-3.doc,4-sm-3.pdf|4-sm-3.doc
6-3,Consent of Person Over 18 and Preference of Person Over 14 Regarding Appointment of Guardian,https://www.nycourts.gov/forms/consent-person-over-18-and-preference-person-over-14-regarding-appointment-guardian,6-3,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/27061|https://www.nycourts.gov/media/27071|https://www.nycourts.gov/media/27076|https://www.nycourts.gov/media/27091|https://www.nycourts.gov/media/27096,https://webfiles.nycourts.gov/public/2026-03/6-3.pdf|https://webfiles.nycourts.gov/public/2026-03/6-3.doc|https://webfiles.nycourts.gov/public/2026-03/6-3.wpd|https://webfiles.nycourts.gov/public/2026-03/form-6-3-guardianship-consent-or-preference-ncfc.pdf|https://webfiles.nycourts.gov/public/2026-03/form-6-3-guardianship-consent-or-preference-ncfc-fillable.pdf,6-3.pdf|6-3.doc|6-3.wpd|form-6-3-guardianship-consent-or-preference-ncfc.pdf|form-6-3-guardianship-consent-or-preference-ncfc-fillable.pdf
6-7,Certificate of Guardian of Person of a Minor,https://www.nycourts.gov/forms/certificate-guardian-person-minor,6-7,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/14906,https://webfiles.nycourts.gov/public/2025-12/6-7.pdf,6-7.pdf
6-10,Determination of Incapacity,https://www.nycourts.gov/forms/determination-incapacity,6-10,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/15581,https://webfiles.nycourts.gov/public/2025-12/6-10.pdf,6-10.pdf
6-11,Consent of Petitioner,https://www.nycourts.gov/forms/consent-petitioner,6-11,"Family Forms, Termination of Parental Rights - Guardianship",,https://www.nycourts.gov/media/15586|https://www.nycourts.gov/media/15591|https://www.nycourts.gov/media/15596,https://webfiles.nycourts.gov/public/2025-12/6-11.pdf|https://webfiles.nycourts.gov/public/2025-12/6-11.docx|https://webfiles.nycourts.gov/public/2025-12/6-11.WPD,6-11.pdf|6-11.docx|6-11.WPD
7-5,Determination Upon Fact-Finding Hearing,https://www.nycourts.gov/forms/determination-upon-fact-finding-hearing-0,7-5,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/17511|https://www.nycourts.gov/media/17516,https://webfiles.nycourts.gov/public/2026-01/7-5.pdf|https://webfiles.nycourts.gov/public/2026-01/7-5.docx,7-5.pdf|7-5.docx
7-7,Application to Restore to Calendar,https://www.nycourts.gov/forms/application-restore-calendar,7-7,"Family Forms, Person in Need of Supervision (PINS)",,https://www.nycourts.gov/media/13731|https://www.nycourts.gov/media/13736,https://webfiles.nycourts.gov/public/2025-12/7-7.pdf|https://webfiles.nycourts.gov/public/2025-12/7-7.docx,7-7.pdf|7-7.docx
8-1,Information for Victims of Domestic Violence,https://www.nycourts.gov/forms/information-victims-domestic-violence?topic=611&wrapped=true,8-1,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/15431|https://www.nycourts.gov/media/15436|https://www.nycourts.gov/es/media/35666|https://www.nycourts.gov/media/31866|https://www.nycourts.gov/media/35671|https://www.nycourts.gov/media/31871|https://www.nycourts.gov/media/31876|https://www.nycourts.gov/media/31881|https://www.nycourts.gov/media/31886|https://www.nycourts.gov/media/31891,https://webfiles.nycourts.gov/public/2025-12/8-1_english.pdf|https://webfiles.nycourts.gov/public/2025-12/8-1_english-word.docx|https://webfiles.nycourts.gov/public/2026-04/8-1_spanish.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1_arabic.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1_bengali.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1-haitian_creole.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1_korean.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1_russian.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1_chinese-simp.pdf|https://webfiles.nycourts.gov/public/2026-04/8-1_chinese-trad.pdf,8-1_english.pdf|8-1_english-word.docx|8-1_spanish.pdf|8-1_arabic.pdf|8-1_bengali.pdf|8-1-haitian_creole.pdf|8-1_korean.pdf|8-1_russian.pdf|8-1_chinese-simp.pdf|8-1_chinese-trad.pdf
8-6A,Firearms Search and Seizure Order,https://www.nycourts.gov/forms/firearms-search-and-seizure-order?topic=611&wrapped=true,8-6A,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/17851|https://www.nycourts.gov/media/17856,https://webfiles.nycourts.gov/public/2026-04/8-6a.pdf|https://webfiles.nycourts.gov/public/2026-01/8-6a.docx,8-6a.pdf|8-6a.docx
8-7,Family Offense - Order of Dismissal,https://www.nycourts.gov/forms/family-offense-order-dismissal?topic=611&wrapped=true,8-7,"Family Forms, Domestic Violence, Family Offense",,https://www.nycourts.gov/media/19426|https://www.nycourts.gov/media/19431|https://www.nycourts.gov/media/19436,https://webfiles.nycourts.gov/public/2026-01/8-7.pdf|https://webfiles.nycourts.gov/public/2026-01/8-7.doc|https://webfiles.nycourts.gov/public/2026-01/8-7.WPD,8-7.pdf|8-7.doc|8-7.WPD
8-A,Affirmation Identifying Party (Agency),https://www.nycourts.gov/forms/affirmation-identifying-party-agency?topic=611&wrapped=true,8-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17756|https://www.nycourts.gov/media/17761,https://webfiles.nycourts.gov/public/2026-04/adop-8-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-8-a.docx,adop-8-a.pdf|adop-8-a.docx
8-B,Affirmation Identifying Party (Private Placement),https://www.nycourts.gov/forms/affirmation-identifying-party-private-placement?topic=611&wrapped=true,8-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17766|https://www.nycourts.gov/media/17771,https://webfiles.nycourts.gov/public/2026-01/adopt-8-b.pdf|https://webfiles.nycourts.gov/public/2026-01/adopt-8-b.docx,adopt-8-b.pdf|adopt-8-b.docx
9-A,Affirmation of Financial Disclosure – Parents (Agency),https://www.nycourts.gov/forms/affirmation-financial-disclosure-parents-agency?topic=611&wrapped=true,9-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17776|https://www.nycourts.gov/media/17781,https://webfiles.nycourts.gov/public/2026-01/adop-9a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-9a.docx,adop-9a.pdf|adop-9a.docx
9-B,Affirmation of Financial Disclosure – Parents (Private-Placement),https://www.nycourts.gov/forms/affirmation-financial-disclosure-parents-private-placement?topic=611&wrapped=true,9-B,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17786|https://www.nycourts.gov/media/17791,https://webfiles.nycourts.gov/public/2026-06/adop-9b.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-9b.docx,adop-9b.pdf|adop-9b.docx
10-1c,Application For Temporary Removal of Child (before Petition Filed),https://www.nycourts.gov/forms/application-temporary-removal-child-petition-filed,10-1c,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14201|https://www.nycourts.gov/media/14206,https://webfiles.nycourts.gov/public/2025-12/10-1c.pdf|https://webfiles.nycourts.gov/public/2025-12/10-1c.docx,10-1c.pdf|10-1c.docx
10-4,Application for Return of Child Temporarily Removed from Home,https://www.nycourts.gov/forms/application-return-child-temporarily-removed-home,10-4,"Family Forms, Child Protective",,https://www.nycourts.gov/media/17881|https://www.nycourts.gov/media/17886,https://webfiles.nycourts.gov/public/2026-01/10-4.pdf|https://webfiles.nycourts.gov/public/2026-01/10-4.docx,10-4.pdf|10-4.docx
10-7a,Child Abuse Summons,https://www.nycourts.gov/forms/child-abuse-summons,10-7a,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14716|https://www.nycourts.gov/media/14721|https://www.nycourts.gov/media/14726,https://webfiles.nycourts.gov/public/2025-12/10-7a.pdf|https://webfiles.nycourts.gov/public/2025-12/10-7a.doc|https://webfiles.nycourts.gov/public/2025-12/10-7a.WPD,10-7a.pdf|10-7a.doc|10-7a.WPD
10-8a,Application to Restore Case Adjourned in Contemplation of Dismissal to Calendar,https://www.nycourts.gov/forms/application-restore-case-adjourned-contemplation-dismissal-calendar,10-8a,"Family Forms, Child Protective",,https://www.nycourts.gov/media/13651|https://www.nycourts.gov/media/13666,https://webfiles.nycourts.gov/public/2025-12/10-8a.pdf|https://webfiles.nycourts.gov/public/2025-12/10-8a.docx,10-8a.pdf|10-8a.docx
10-9,Determination Upon Fact-finding Hearing,https://www.nycourts.gov/forms/determination-upon-fact-finding-hearing,10-9,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14246|https://www.nycourts.gov/media/14251|https://www.nycourts.gov/media/14256,https://webfiles.nycourts.gov/public/2025-12/10-9.pdf|https://webfiles.nycourts.gov/public/2025-12/10-9.doc|https://webfiles.nycourts.gov/public/2025-12/10-9.WPD,10-9.pdf|10-9.doc|10-9.WPD
10-11b,Affirmation in Support of Motion to Terminate Placement,https://www.nycourts.gov/forms/affirmation-support-motion-terminate-placement?topic=611&wrapped=true,10-11b,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14271|https://www.nycourts.gov/media/14276,https://webfiles.nycourts.gov/public/2025-12/10-11b.pdf|https://webfiles.nycourts.gov/public/2025-12/10-11b.docx,10-11b.pdf|10-11b.docx
10-13a,Affirmation in Support of Motion for an Order of Violation of Order of Disposition,https://www.nycourts.gov/forms/affirmation-support-motion-order-violation-order-disposition?topic=611&wrapped=true,10-13a,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14291|https://www.nycourts.gov/media/14296,https://webfiles.nycourts.gov/public/2025-12/10-13a.pdf|https://webfiles.nycourts.gov/public/2025-12/10-13a.docx,10-13a.pdf|10-13a.docx
10-29 off hours,Child Protective-Order on Application for Access to Child(ren) and/or Home before Petition Filed (plus off-hours protocol),https://www.nycourts.gov/forms/child-protective-order-application-access-children-andor-home-petition-filed-plus-hours,10-29 off hours,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14361,https://webfiles.nycourts.gov/public/2025-12/10-29-offhours.pdf,10-29-offhours.pdf
10-29a,Child Protective - Application for Order for Access to Child(ren) and/or Home-Before Petition Filed,https://www.nycourts.gov/forms/child-protective-application-order-access-children-andor-home-petition-filed,10-29a,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14336,https://webfiles.nycourts.gov/public/2025-12/10-29a.pdf,10-29a.pdf
10-29b,Child Protective - Report After Court Order - Order for Pre-petition Access to Child(ren) and/or Home,https://www.nycourts.gov/forms/child-protective-report-after-court-order-order-pre-petition-access-children-andor-home,10-29b,"Family Forms, Child Protective",,https://www.nycourts.gov/media/14341|https://www.nycourts.gov/media/14346,https://webfiles.nycourts.gov/public/2025-12/10-29b.pdf|https://webfiles.nycourts.gov/public/2025-12/10-29b.WPD,10-29b.pdf|10-29b.WPD
10-C,Affirmation Of No Appeal,https://www.nycourts.gov/forms/affirmation-no-appeal?topic=611&wrapped=true,10-C,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/17826|https://www.nycourts.gov/media/17836,https://webfiles.nycourts.gov/public/2026-01/adop-10c.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-10c.docx,adop-10c.pdf|adop-10c.docx
10-C-1,Destitute Child Petition,https://www.nycourts.gov/forms/destitute-child-petition,10-C-1,"Family Forms, Destitute Child",,https://www.nycourts.gov/media/15356|https://www.nycourts.gov/media/15361,https://webfiles.nycourts.gov/public/2025-12/10-c-1.pdf|https://webfiles.nycourts.gov/public/2025-12/10-c-1.docx,10-c-1.pdf|10-c-1.docx
10-c-2,Destitute Child - Preliminary Order,https://www.nycourts.gov/forms/destitute-child-preliminary-order,10-c-2,"Family Forms, Destitute Child",,https://www.nycourts.gov/media/15366|https://www.nycourts.gov/media/15371,https://webfiles.nycourts.gov/public/2025-12/10-c-2.pdf|https://webfiles.nycourts.gov/public/2025-12/10-c-2.docx,10-c-2.pdf|10-c-2.docx
10-C-3,Destitute Child - Order for Services,https://www.nycourts.gov/forms/destitute-child-order-services,10-C-3,"Family Forms, Destitute Child",,https://www.nycourts.gov/media/15381|https://www.nycourts.gov/media/15386|https://www.nycourts.gov/media/15391,https://webfiles.nycourts.gov/public/2025-12/10-c-3.pdf|https://webfiles.nycourts.gov/public/2025-12/10-c-3.doc|https://webfiles.nycourts.gov/public/2025-12/10-c-3.WPD,10-c-3.pdf|10-c-3.doc|10-c-3.WPD
10-C-4,Destitute Child - Order of Fact-finding and Disposition,https://www.nycourts.gov/forms/destitute-child-order-fact-finding-and-disposition,10-C-4,"Family Forms, Destitute Child",,https://www.nycourts.gov/media/15401|https://www.nycourts.gov/media/15406,https://webfiles.nycourts.gov/public/2025-12/10-c-4.pdf|https://webfiles.nycourts.gov/public/2025-12/10-c-4.docx,10-c-4.pdf|10-c-4.docx
14,Certificate Of Adoption,https://www.nycourts.gov/forms/certificate-adoption,14,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18046|https://www.nycourts.gov/media/18051,https://webfiles.nycourts.gov/public/2026-01/adop14.pdf|https://webfiles.nycourts.gov/public/2026-01/adop14.WPD,adop14.pdf|adop14.WPD
15-A,Application for Certified Copy of Adoption Order (before sealing of records),https://www.nycourts.gov/forms/application-certified-copy-adoption-order-sealing-records,15-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18071|https://www.nycourts.gov/media/18076,https://webfiles.nycourts.gov/public/2026-01/adop15-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop15-a.docx,adop15-a.pdf|adop15-a.docx
16-A,Application for Certified Copy of Adoption Order (after sealing of records),https://www.nycourts.gov/forms/application-certified-copy-adoption-order-after-sealing-records,16-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18091|https://www.nycourts.gov/media/18096,https://webfiles.nycourts.gov/public/2026-01/adop16a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop16a.docx,adop16a.pdf|adop16a.docx
21-E,Affirmation (Change of circumstances since certification as qualified adoptive parent),https://www.nycourts.gov/forms/affirmation-change-circumstances-certification-qualified-adoptive-parent?topic=611&wrapped=true,21-E,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18181|https://www.nycourts.gov/media/18186,https://webfiles.nycourts.gov/public/2026-01/adop21-e.pdf|https://webfiles.nycourts.gov/public/2026-01/adop21-e.docx,adop21-e.pdf|adop21-e.docx
23,Affirmation and Report (Disinterested Person Certification Proceeding) (Private Placement),https://www.nycourts.gov/forms/affirmation-and-report-disinterested-person-certification-proceeding-private-placement?topic=611&wrapped=true,23,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18201|https://www.nycourts.gov/media/18206,https://webfiles.nycourts.gov/public/2026-01/adop-23.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-23.docx,adop-23.pdf|adop-23.docx
26-A,Affirmation and Report (Disinterested Person - Extension of Expired Certification),https://www.nycourts.gov/forms/affirmation-and-report-disinterested-person-extension-expired-certification?topic=611&wrapped=true,26-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18251|https://www.nycourts.gov/media/18256,https://webfiles.nycourts.gov/public/2026-04/adop-26a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop-26a.docx,adop-26a.pdf|adop-26a.docx
27-A,Adoption-Petition for Access to Sealed Adoption Records,https://www.nycourts.gov/forms/adoption-petition-access-sealed-adoption-records?topic=611&wrapped=true,27-A,"Family Forms, Adoption - Family",,https://www.nycourts.gov/media/18261|https://www.nycourts.gov/media/18266,https://webfiles.nycourts.gov/public/2026-01/adop27-a.pdf|https://webfiles.nycourts.gov/public/2026-01/adop27-a.docx,adop27-a.pdf|adop27-a.docx
